64 0.3396 0.2870 0.2829 
128 0.3266 0.2879 0.2744 
200 0.3130 0.3076 0.2747 
256 0.3158 0.2841 0.2984 
512 0.2570 0.2889 0.2848 
600 0.2241 0.2885 0.2702 
800 0.1873 0.3054 0.2999 
1024 0.1633 0.2898 0.3017 
2000 0.1144 0.3003 0.3215 
3000 0.1163 0.3002 0.3342 
4096 0.1744 0.3204 0.3359 
6000 0.2175 0.2878 0.3383 
7000 0.2668 0.2987 0.3382 
10000 0.3151 0.2936 0.3415 
50000 0.3809 0.2905 0.3493 
100000 0.3718 0.3010 0.3140 
