64 0.096266
100 8.073409
64 0.096172
64 0.097215
64 0.095775
64 0.096075
64 0.093229
100 8.021989
100 7.884486
100 7.971522
100 7.968100
100 7.895146
128 0.810744
128 0.804310
128 0.821392
128 0.789981
128 0.834812
200 2.973692
200 3.001965
200 3.005897
200 3.138263
200 2.989275
256 7.377036
256 7.175031
256 7.263909
256 7.181834
256 7.223360
512 75.238810
512 74.517804
512 74.242792
512 74.254058
512 74.166659
600 83.032968
600 80.810741
600 82.615845
600 80.948448
600 80.889095
900 82524.688557
