64 0.3518 0.2984 0.0321 0.1200 
100 0.3524 0.2973 0.0280 0.1068 
128 0.3711 0.2804 0.0731 0.1234 
200 0.3843 0.3173 0.3974 0.2054 
256 0.3832 0.2947 0.4525 0.2986 
512 0.3436 0.3839 0.4949 0.3632 
600 0.3595 0.3391 0.1008 0.2169 
900 0.3054 0.3210 0.0981 0.0337 
1024 0.3146 0.3271 0.3920 0.3287 
2000 0.3058 0.3184 0.2490 0.3934 
2048 0.3013 0.3234 0.3282 0.3374 
3000 0.2477 0.3260 0.2456 0.3846 
4000 0.2477 0.3340 0.4616 0.3891 
