64 0.001509
100 0.003559
64 0.003971
64 0.002958
64 0.001419
64 0.001393
64 0.001404
100 0.003286
100 0.003088
100 0.003183
100 0.003089
100 0.003155
128 0.005256
128 0.004842
128 0.004823
128 0.005148
128 0.005285
200 0.025812
200 0.012066
200 0.012566
200 0.012667
200 0.012915
256 0.022904
256 0.021343
256 0.023561
256 0.019809
256 0.022043
512 0.090394
512 0.084671
512 0.086722
512 0.086512
512 0.087857
600 0.123685
600 0.168369
600 0.123660
600 0.151665
600 0.165368
900 0.309775
900 0.304354
1024 0.393568
