0.36994013.0933763.55802313.51381752.1897350.35536011.6028162.94723117.67183949.1279341111.797005377.6180690.0007000.0007800.0005700.0010300.0005610.46297012.2627663.65584214.61407747.3048031096.912578415.8791380.0014600.45960012.2063863.71222214.90488746.8532541053.326326390.5946350.0013900.0015500.0014000.0015000.0013808 0.001030
8 0.001040
8 0.001090
8 0.001180
8 0.000870
8 0.000880
8 0.000840
8 0.000920
8 0.000800
8 0.000850
8 0.000754
8 0.000692
8 0.001920
8 0.002201
8 0.000766
8 0.004036
8 0.000781
8 0.001905
8 0.001039
8 0.000871
8 0.000831
8 0.000709
8 0.000908
8 0.000618
8 0.001020
8 0.000718
8 0.001638
8 0.003266
8 0.001182
8 0.000760
8 0.000936
8 0.000638
8 0.001419
8 0.002193
8 0.000710
8 0.000618
8 0.001586
8 0.001493
8 0.001074
8 0.000688
8 0.000914
8 0.000620
8 0.003014
8 0.001014
8 0.000857
8 0.002004
8 0.000712
8 0.000728
8 0.001507
8 0.000849
8 0.003708
8 0.001863
8 0.000487
8 0.001172
8 0.000883
8 0.002058
8 0.000887
8 0.000986
8 0.000791
8 0.000956
8 0.000839
8 0.001329
8 0.000740
8 0.000719
8 0.000820
8 0.000669
8 0.000950
8 0.000811
8 0.000832
8 0.001900
8 0.000860
8 0.001160
64 0.200585
64 0.200884
64 0.291861
64 0.290180
64 0.281229
64 0.299770
100 1.092140
100 1.091360
100 1.094059
100 0.922611
128 2.059702
128 2.182951
128 2.131371
128 2.493151
200 9.543335
200 9.574102
200 9.322685
200 8.912735
256 36.729849
256 32.794207
256 37.896139
256 30.004234
512 1043.731260
512 1053.052355
512 1008.211874
512 1022.824501
600 247.941553
600 239.957911
600 239.698051
600 240.883230
900 918.990320
900 838.256338
900 851.401375
900 868.948004
1024 14872.058380
1024 8533.692965
1024 8431.330114
1024 8702.963139
2000 22062.544853
2000 24892.465687
2000 22663.373823
2000 25355.095959
8 0.000919
8 0.001337
2048 172762.161331
8 0.000814
2048 198080.048361
2048 167740.908722
2048 240449.807121
3000 84853.228357
64 0.291121
64 0.307961
64 0.294550
64 0.291540
100 1.184031
100 1.102680
100 1.098141
100 1.128323
128 2.388081
128 2.530121
128 2.513700
128 2.545160
200 9.205645
200 9.311005
200 8.586723
200 8.681305
256 39.182768
256 49.988565
256 36.560968
256 36.687840
512 1015.122108
512 1011.040506
512 1012.138304
512 991.088085
600 253.865347
600 250.644415
600 250.914646
600 245.085321
900 866.478054
900 933.816137
900 924.343410
900 931.777414
1024 11617.709095
1024 8198.238115
1024 8195.988794
1024 8318.970066
2000 26116.494450
2000 20714.058588
2000 24500.673712
2000 24516.435749
2048 183580.857447
64 0.305540
100 1.114741
128 2.534801
200 9.735805
256 37.725249
512 956.926118
600 247.068914
900 942.731471
64 0.289940
64 0.293161
64 0.288090
64 0.293990
64 0.572920
8 0.000950
8 0.000879
8 0.000740
8 0.000870
8 0.000919
